SY,Date,Site,Plot,Species,Tag_num,Rep_status,Azimuth_degree,Dist_cm,DBH_cm,Mortality,Health,Condition,Fungus,Termites,Crew,Connect,Notes
2022,12/8/2021,Reef Bay,B,LARA,1514,NF,206,531,4.4,Alive,Healthy,H,No,No,,,
2024,9/18/2024,Reef Bay,B,AVGE,1514,NF,,,4.3,Alive,Unhealthy,U,No,No,,,
2022,12/8/2021,Reef Bay,B,LARA,1513,NF,205,535,3.9,Alive,Healthy,H,No,No,,,
2024,9/18/2024,Reef Bay,B,AVGE,1513,NF,,,4.2,Alive,Healthy,H,No,No,,,
2022,12/8/2021,Reef Bay,B,LARA,1512,NF,210,561,3.6,Alive,Unhealthy,U,No,No,,,
2022,12/8/2021,Reef Bay,B,LARA,1511,NF,208,535,4.3,Alive,Healthy,H,No,No,,,
2024,9/18/2024,Reef Bay,B,AVGE,1511,NF,,,4.6,Alive,Unhealthy,U,No,No,,,
2022,12/8/2021,Reef Bay,B,LARA,1510,NF,214,510,3.2,Alive,Unhealthy,U,No,No,,,
2024,9/18/2024,Reef Bay,B,AVGE,1510,MP,,,3.5,Alive,Healthy,H,No,No,,,
2022,12/8/2021,Reef Bay,B,LARA,1509,NF,209,507,3.4,Alive,Healthy,H,No,No,,,
2024,9/18/2024,Reef Bay,B,AVGE,1509,NF ,,,3.7,Alive,Unhealthy,U,No,No,,,
2022,12/8/2021,Reef Bay,B,LARA,1508,NF,238,526,3,Alive,Unhealthy,U,No,No,,,"Herbivory, dead branches"
2024,9/18/2024,Reef Bay,B,AVGE,1508,NF,,,3.8,Alive,Healthy,H,No,No,,,
2022,12/8/2021,Reef Bay,B,LARA,1507,NF,211,558,3,Alive,Healthy,H,No,No,,,
2024,9/18/2024,Reef Bay,B,AVGE,1507,NF,,,3,Alive,Unhealthy,U,No,No,,,
2022,12/8/2021,Reef Bay,B,LARA,1506,NF,233,526,2.8,Alive,Healthy,H,No,No,,,
2024,9/18/2024,Reef Bay,B,AVGE,1506,"IP, MP",,,3.2,Alive,Healthy,H,No,No,,,
2022,12/8/2021,Reef Bay,B,LARA,1505,NF,222,497,4.7,Alive,Healthy,H,No,No,,,
2024,9/18/2024,Reef Bay,A,LARA,1505,NF,,,5,Alive,Healthy,H,No,No,,,
2022,12/8/2021,Reef Bay,B,LARA,1504,NF,226,488,3.9,Alive,Healthy,H,No,No,,,
2024,9/18/2024,Reef Bay,A,LARA,1504,NF,,,4.3,Alive,Healthy,H,No,No,,,
2022,12/8/2021,Reef Bay,B,LARA,1503,NF,230,465,2.9,Alive,Healthy,H,No,No,,,
2024,9/18/2024,Reef Bay,A,LARA,1503,NF,,,3.1,Alive,Healthy,H,No,No,,,
2022,12/8/2021,Reef Bay,B,LARA,1502,NF,228,450,2.7,Alive,Healthy,H,No,No,,,
2024,9/18/2024,Reef Bay,A,LARA,1502,NF,,,3.1,Alive,Healthy,H,No,No,,,
2022,12/8/2021,Reef Bay,B,LARA,1501,NF,231,441,3.1,Alive,Healthy,H,No,No,,,
2024,9/18/2024,Reef Bay,A,LARA,1501,NF,,,3.3,Alive,Healthy,H,No,No,,,
2022,12/2/2021,Turner Bay,A,LARA,1500,NF,125,435,3.4,Alive,Healthy,H,No,No,"LP, LU, KH, AJH",,
2024,8/7/2024,Turner Bay,A,LARA,1500,NF,,,3.8,Alive,Healthy,H,No,No,"AND, KH, DG, LU",,
2024,8/7/2024,Turner Bay,A,LARA,1499,NF,,,3,Alive,Unhealthy,U,No,No,"AND, KH, DG, LU",,
2022,12/2/2021,Turner Bay,A,RHMA ,1498,NF,163,549,4.5,Alive,Healthy,H,No,No,"LP, LU, KH, AJH",,
2024,8/7/2024,Turner Bay,A,RHMA ,1498,NF,,,4.6,Alive,Healthy,H,No,No,"AND, KH, DG, LU",,
2022,12/2/2021,Turner Bay,A,LARA,1497,NF,205,418,5,Alive,Healthy,H,No,No,"LP, LU, KH, AJH",,
2024,8/7/2024,Turner Bay,A,LARA,1497,NF,,,5.6,Alive,Healthy,H,No,No,"AND, KH, DG, LU",,
2022,12/2/2021,Turner Bay,A,RHMA ,1496,NF,205,380,10,Alive,Healthy,H,No,No,"LP, LU, KH, AJH",,
2024,8/7/2024,Turner Bay,A,RHMA ,1496,NF,,,11.7,Alive,Healthy,H,No,No,"AND, KH, DG, LU",,
2022,12/2/2021,Turner Bay,A,LARA,1495,NF,200,457,2.8,Alive,Healthy,H,No,No,"LP, LU, KH, AJH",,
2024,8/7/2024,Turner Bay,A,LARA,1495,NF,,,2.5,Alive,Healthy,H,No,No,"AND, KH, DG, LU",,
2022,12/2/2021,Turner Bay,A,LARA,1494,NF,185,467,4.5,Alive,Healthy,H,No,No,"LP, LU, KH, AJH",,
2024,8/7/2024,Turner Bay,A,LARA,1494,NF,,,4.5,Dying,Unhealthy,U,No,No,"AND, KH, DG, LU",,
2022,12/2/2021,Turner Bay,A,RHMA ,1493,NF,171,385,3.9,Alive,Healthy,H,No,No,"LP, LU, KH, AJH",,
2024,8/7/2024,Turner Bay,A,LARA,1493,NF,,,3.1,Alive,Healthy,H,No,No,"AND, KH, DG, LU",,
2022,12/2/2021,Turner Bay,A,LARA,1492,NF,202,545,3.1,Alive,Healthy,H,No,No,"LP, LU, KH, AJH",,
2024,8/7/2024,Turner Bay,A,LARA,1492,NF,,,3.5,Alive,Healthy,H,No,No,"AND, KH, DG, LU",,
2022,12/2/2021,Turner Bay,A,LARA,1491,NF,197,470,3,Alive,Unhealthy,U,No,No,"LP, LU, KH, AJH",,
2024,8/7/2024,Turner Bay,A,LARA,1491,NF,,,9.1,Alive,Healthy,H,No,No,"AND, KH, DG, LU",,
2022,12/2/2021,Turner Bay,A,LARA,1490,NF,125,462,5.1,Alive,Healthy,H,No,No,"LP, LU, KH, AJH",,
2024,8/7/2024,Turner Bay,A,LARA,1490,NF,,,5.5,Alive,Healthy,H,No,No,"AND, KH, DG, LU",,
2022,12/2/2021,Turner Bay,A,LARA,1489,NF,128,452,2.9,Alive,Unhealthy,U,No,No,"LP, LU, KH, AJH",,
2022,12/2/2021,Turner Bay,A,LARA,1488,NF,133,559,4.7,Alive,Healthy,H,No,No,"LP, LU, KH, AJH",,
2024,8/7/2024,Turner Bay,A,LARA,1488,NF,,,4.8,Alive,Healthy,H,No,No,"AND, KH, DG, LU",,
2024,8/7/2024,Turner Bay,A,LARA,1486,NF,,,3.5,Alive,Healthy,H,No,No,"AND, KH, DG, LU",,
2022,12/2/2021,Turner Bay,A,LARA,1485,NF,201,413,4.9,Alive,Healthy,H,No,No,"LP, LU, KH, AJH",,
2024,8/7/2024,Turner Bay,A,LARA,1485,NF,,,4.8,Alive,Healthy,H,No,No,"AND, KH, DG, LU",,
2022,12/2/2021,Turner Bay,A,LARA,1484,NF,193,536,4.5,Alive,Healthy,H,No,No,"LP, LU, KH, AJH",,
2024,8/7/2024,Turner Bay,A,LARA,1484,NF,,,8.2,Alive,Healthy,H,No,No,"AND, KH, DG, LU",1475,
2022,12/2/2021,Turner Bay,A,LARA,1483,NF,169,364,5.4,Alive,Healthy,H,No,No,"LP, LU, KH, AJH",,
2024,8/7/2024,Turner Bay,A,LARA,1483,NF,,,5.6,Alive,Healthy,H,No,No,"AND, KH, DG, LU",,
2022,12/2/2021,Turner Bay,A,LARA,1482,NF,142,546,2.9,Alive,Healthy,H,No,No,"LP, LU, KH, AJH",,
2022,12/2/2021,Turner Bay,A,LARA,1481,NF,144,512,3.3,Alive,Healthy,H,No,No,"LP, LU, KH, AJH",,
2024,8/7/2024,Turner Bay,A,LARA,1481,NF,,,3.4,Alive,Healthy,H,No,No,"AND, KH, DG, LU",,
2022,12/2/2021,Turner Bay,A,RHMA ,1480,NF,176,492,7.4,Alive,Healthy,H,No,No,"LP, LU, KH, AJH",,
2024,8/7/2024,Turner Bay,A,RHMA ,1480,NF,,,8,Alive,Healthy,H,No,No,"AND, KH, DG, LU",,
2022,12/2/2021,Turner Bay,A,LARA,1479,NF,204,480,6,Alive,Healthy,H,No,No,"LP, LU, KH, AJH",,
2024,8/7/2024,Turner Bay,A,RHMA ,1477,NF,,,5.7,Alive,Healthy,H,No,No,"AND, KH, DG, LU",,
2022,12/2/2021,Turner Bay,A,RHMA ,1476,NF,168,508,5.2,Alive,Unhealthy,U,No,No,"LP, LU, KH, AJH",,
2024,8/7/2024,Turner Bay,A,RHMA ,1476,NF,,,5.3,Dying,Unhealthy,U,No,No,"AND, KH, DG, LU",,
2022,12/2/2021,Turner Bay,A,LARA,1475,NF,197,560,2.7,Alive,Healthy,H,No,No,"LP, LU, KH, AJH",,
2024,8/7/2024,Turner Bay,A,LARA,1475,NF,,,3.1,Alive,Healthy,H,No,No,"AND, KH, DG, LU",1484,
2024,8/7/2024,Turner Bay,A,LARA,1474,NF,,,6.6,Alive,Healthy,H,No,No,"AND, KH, DG, LU",,
2022,12/3/2021,Reef Bay,A,LARA,1473,NF,155,319,5.6,Alive,Unhealthy,U,No,No,"LU, LP ",,Herbivory
2024,6/11/2024,Compass Point,A,RHMA ,,NF,34,5.02,4.5,Dead,Dead,DT,No,Yes,"AD, KWG, LU",,
2024,9/18/2024,Reef Bay,A,LARA,1473,NF,,,6.6,Alive,Healthy,H,No,No,,,
2022,12/3/2021,Reef Bay,A,LARA,1472,NF,121,326,4.9,Alive,Unhealthy,U,No,No,"LU, LP ",,Herbivory
2024,7/9/2024,Magens Bay,C,RHMA ,1472,NF,104,5.37,3.3,Alive,Healthy,H,No,No,"JS, JC",,
2024,9/18/2024,Reef Bay,A,LARA,1472,"IP, MP",,,5.4,Alive,Healthy,H,No,No,"KR,SH",,
2024,6/11/2024,Compass Point,A,RHMA ,,,48,4.93,5.6,Dead,Dead,D,No,No,"AD, KWG, LU",,
2024,6/11/2024,Compass Point,A,RHMA ,,,6,2.5,6.1,Dead,Dead,D,No,No,"AD, KWG, LU",,
2024,6/11/2024,Compass Point,A,RHMA ,,,215,2.41,6.5,Dead,Dead,D,No,No,"AD, KWG, LU",,
2024,6/11/2024,Compass Point,B,LARA,,,,3.76,3.2,Dead,Dead,D,No,No,"AD, KWG, LU",,
2024,6/11/2024,Compass Point,B,LARA,,,230,3.67,3.2,Dead,Dead,D,No,No,"AD, KWG, LU",,
2024,6/11/2024,Compass Point,B,LARA,,,68,5.46,3.2,Dead,Dead,D,No,No,"KWG, LU",,
2024,6/11/2024,Compass Point,B,LARA,,,191,3.53,3.3,Dead,Dead,D,No,No,"AD, KWG, LU",,
2024,6/11/2024,Compass Point,B,LARA,,,,3.14,3.3,Dead,Dead,D,No,No,"AD, KWG, LU",,
2024,6/11/2024,Compass Point,B,LARA,,,45,4.07,3.5,Dead,Dead,D,No,No,"KWG, LU",,
2024,6/11/2024,Compass Point,B,LARA,,,193,2.55,3.6,Dead,Dead,D,No,No,"AD, KWG, LU",,
2024,6/11/2024,Compass Point,B,LARA,,,226,5.64,3.6,Dead,Dead,D,No,No,"AD, KWG, LU",,
2024,6/11/2024,Compass Point,B,LARA,,,219,2.74,4,Dead,Dead,D,No,No,"AD, KWG, LU",,
2024,6/11/2024,Compass Point,B,LARA,2978,NF,143,3.66,4.2,Dead,Dead,D,No,No,"AD, KWG, LU",,
2024,6/11/2024,Compass Point,B,LARA,,,84,4.04,4.3,Dead,Dead,D,No,No,"KWG, LU",,
2024,6/11/2024,Compass Point,B,LARA,,,229,5.36,5.5,Dead,Dead,D,No,No,"AD, KWG, LU",,
2022,12/3/2021,Reef Bay,A,LARA,1471,NF,109,423,3.3,Alive,Healthy,H,No,No,"LU, LP ",,
2024,6/11/2024,Compass Point,B,LARA,2988,,,2.83,7,Dead,Dead,D,No,No,"AD, KWG, LU",CONNECTED TO 2990,
2024,6/11/2024,Compass Point,B,LARA,,,227,3.52,7,Dead,Dead,D,No,No,"AD, KWG, LU",,
2024,7/9/2024,Magens Bay,C,RHMA ,1471,NF,110,4.32,3.9,Alive,Healthy,H,No,No,"JS, JC",,
2022,12/3/2021,Reef Bay,A,LARA,1470,NF,144,158,3.2,Alive,Unhealthy,U,No,No,"LU, LP ",,Herbivory
2024,9/18/2024,Reef Bay,A,LARA,1470,NF,,,3.8,Alive,Healthy,H,No,No,"KR,SH",,drowned
2024,6/11/2024,Compass Point,B,LARA,2974,NF,95,1.26,7.2,Dead,Dead,D,No,Yes,"AD, KWG, LU",,
2024,7/9/2024,Magens Bay,C,RHMA ,1469,NF,114,4.88,2.5,Alive,Healthy,H,No,No,"JS, JC",,
2024,8/7/2024,Turner Bay,A,LARA,1469,NF,,,3.8,Alive,Unhealthy,U,No,No,"AND, KH, DG, LU",,
2022,12/2/2021,Turner Bay,A,LARA,1468,NF,170,129,6.2,Alive,Healthy,H,No,No,"LP, LU, KH, AJH",,
2024,8/7/2024,Turner Bay,A,LARA,1468,NF,,,6.8,Alive,Healthy,H,No,No,"AND, KH, DG, LU",,
2022,12/2/2021,Turner Bay,A,LARA,1467,NF,164,309,5.1,Alive,Unhealthy,U,No,No,"LP, LU, KH, AJH",,
2024,8/7/2024,Turner Bay,A,LARA,1467,NF,,,5.4,Alive,Healthy,H,No,No,"AND, KH, DG, LU",,
2024,8/7/2024,Turner Bay,A,LARA,1467,NF,,,5.2,Alive,Healthy,H,No,No,"AND, KH, DG, LU",,
2022,12/3/2021,Reef Bay,A,LARA,1466,NF,126,293,4.3,Alive,Unhealthy,U,No,No,"LU, LP ",,Herbivory
2024,9/18/2024,Reef Bay,A,LARA,1466,"IP, MP",,,5.4,Alive,Healthy,H,No,No,"KR,SH",,
2022,12/3/2021,Reef Bay,A,LARA,1465,NF,161,276,4.5,Alive,Unhealthy,U,No,No,"LU, LP ",,Herbivory
2024,9/18/2024,Reef Bay,A,LARA,1465,NF,,,4.8,Alive,Healthy,H,No,No,"KR,SH",,
2022,12/3/2021,Reef Bay,A,LARA,1464,NF,166,276,3.4,Alive,Unhealthy,U,No,No,"LU, LP ",,Herbivory
2024,9/18/2024,Reef Bay,A,LARA,1464,NF,,,4,Alive,Healthy,H,No,No,"KR,SH",,
2022,12/2/2021,Turner Bay,A,LARA,1463,NF,196,518,2.5,Alive,Healthy,H,No,No,"LP, LU, KH, AJH",,
2024,8/7/2024,Turner Bay,A,LARA,1463,NF,,,2.5,Alive,Unhealthy,U,No,No,"AND, KH, DG, LU",,
2022,12/2/2021,Turner Bay,A,LARA,1462,NF,165,307,4.3,Alive,Unhealthy,U,No,No,"LP, LU, KH, AJH",,
2024,8/7/2024,Turner Bay,A,LARA,1462,NF,,,4.4,Alive,Healthy,H,No,No,"AND, KH, DG, LU",,
2022,12/2/2021,Turner Bay,A,RHMA ,1461,NF,184,255,9.4,Alive,Healthy,H,No,No,"LP, LU, KH, AJH",,
2024,8/7/2024,Turner Bay,A,RHMA ,1461,NF,,,11.9,Alive,Healthy,H,No,No,"AND, KH, DG, LU",,
2022,12/2/2021,Turner Bay,A,LARA,1460,NF,190,559,3.9,Alive,Healthy,H,No,No,"LP, LU, KH, AJH",,
2022,12/2/2021,Turner Bay,A,LARA,1459,NF,220,334,2.6,Alive,Unhealthy,U,No,No,"LP, LU, KH, AJH",,
2024,6/11/2024,Compass Point,B,LARA,2975,NF,145,2.57,9.2,Dead,Dead,D,No,Yes,"AD, KWG, LU",,
2024,8/7/2024,Turner Bay,A,LARA,1459,NF,,,2.7,Alive,Healthy,H,No,No,"AND, KH, DG, LU",,
2022,12/2/2021,Turner Bay,A,RHMA ,1458,NF,208,359,6.1,Alive,Unhealthy,U,No,No,"LP, LU, KH, AJH",,
2024,6/11/2024,Compass Point,B,LARA,R0861,,76,4.65,10,Dead,Dead,D,No,Yes,"KWG, LU",,
2024,8/7/2024,Turner Bay,A,RHMA ,1458,NF,,,6.1,Alive,Healthy,H,No,No,"AND, KH, DG, LU",,
2022,12/3/2021,Reef Bay,A,AVGE,1457,NF,117,247,4,Alive,Unhealthy,U,No,No,"LU, LP ",,Herbivory
2022,12/2/2021,Turner Bay,A,RHMA ,1457,NF,253,485,3.2,Alive,Healthy,H,No,No,"LP, LU, KH, AJH",,
2022,12/2/2021,Turner Bay,A,LARA,1456,NF,287,533,6.9,Alive,Unhealthy,U,No,No,"LP, LU, KH, AJH",,
2022,12/2/2021,Turner Bay,A,LARA,1455,NF,274,480,2.8,Alive,Unhealthy,U,No,No,"LP, LU, KH, AJH",,
2024,8/7/2024,Turner Bay,A,LARA,1454,"IP, MP",,,5.5,Alive,Healthy,H,No,No,"AND, KH, DG, LU",,
2024,8/7/2024,Turner Bay,A,RHMA ,1451,NF,,,3.6,Alive,Healthy,H,No,No,"AND, KH, DG, LU",,
2024,7/17/2024,Francis Bay,A,LARA,405,,,,6.5,Dead,Dead,D,No,Yes,"LU, DG, AND",,
2022,12/2/2021,Turner Bay,A,LARA,1449,NF,250,210,3.1,Alive,Healthy,H,No,No,"LP, LU, KH, AJH",,
2024,8/7/2024,Turner Bay,A,LARA,1449,,,,3.4,Alive,Unhealthy,U,No,No,"AND, KH, DG, LU",,
2024,7/17/2024,Francis Bay,A,LARA,449,,,,5.3,Dead,Dead,D,No,Yes,"LU, DG, AND",,
2024,7/17/2024,Francis Bay,A,LARA,481,,,,4.9,Dead,Dead,D,No,Yes,"LU, DG, AND",,
2024,7/17/2024,Francis Bay,A,LARA,499,,,,6,Dead,Dead,D,No,No,"LU, KH, DG",,leaning
2024,7/17/2024,Francis Bay,A,LARA,562,,,,6.1,Dead,Dead,D,No,Yes,"LU, DG, AND",,
2024,7/17/2024,Francis Bay,A,LARA,563,,,,4.4,Dead,Dead,D,No,Yes,"LU, DG, AND",,
2024,7/17/2024,Francis Bay,A,LARA,,,255,4.98,5.5,Dead,Dead,D,No,Yes,"LU, DG, AND",,no tag
2024,7/17/2024,Francis Bay,A,LARA,,,210,3.58,4.7,Dead,Dead,D,No,Yes,"LU, DG, AND",,no tag
2024,7/17/2024,Francis Bay,A,LARA,,,180,3.71,4.9,Dead,Dead,D,No,Yes,"LU, DG, AND",,
2024,7/17/2024,Francis Bay,A,LARA,,,190,3.69,7.9,Dead,Dead,D,No,Yes,"LU, DG, AND",,
2024,7/17/2024,Francis Bay,A,LARA,,,261,4.62,4,Dead,Dead,D,No,Yes,"LU, DG, AND",,possibly tag 446 which was found on ground
2024,7/9/2024,Magens Bay,C,RHMA ,1448,NF,127,2.8,3.4,Alive,Healthy,H,No,No,"JS, JC",,
2024,7/17/2024,Francis Bay,B,LARA,330,,,,4.5,Dead,Dead,D,No,No,"HM, SM",,
2024,7/17/2024,Francis Bay,B,LARA,332,,,,,Dead,Dead,D,No,No,"HM, SM",,"removed tag, tree fell"
2024,8/7/2024,Turner Bay,A,LARA,1448,,,,4.9,Alive,Unhealthy,U,No,No,"AND, KH, DG, LU",,
2022,12/2/2021,Turner Bay,A,RHMA ,1447,NF,237,540,11,Alive,Healthy,H,No,No,"LP, LU, KH, AJH",,
2024,8/7/2024,Turner Bay,A,RHMA ,1447,NF,,,13,Alive,Healthy,H,No,No,"AND, KH, DG, LU",,
2022,12/2/2021,Turner Bay,A,RHMA ,1446,NF,235,470,8.6,Alive,Healthy,H,No,No,"LP, LU, KH, AJH",,
2024,7/17/2024,Francis Bay,B,LARA,341,,,,8.2,Dead,Dead,D,No,Yes,"HM, SM",,
2024,7/17/2024,Francis Bay,B,LARA,342,,,,7,Dead,Dead,D,No,Yes,"LU, DG, AND",,
2024,7/17/2024,Francis Bay,B,LARA,347,,,,,Dead,Dead,D,No,No,"LU, DG, AND",R-1454,"tree fallen, removed tag"
2024,7/17/2024,Francis Bay,B,LARA,350,,,,5.5,Dead,Dead,D,No,No,"HM, SM",,
2024,8/7/2024,Turner Bay,A,RHMA ,1446,NF,,,9.6,Alive,Healthy,H,No,No,"AND, KH, DG, LU",,
2024,7/17/2024,Francis Bay,B,LARA,452,,,,4.3,Dead,Dead,D,No,No,"HM, SM",,
2024,7/17/2024,Francis Bay,B,LARA,485,,,,,Dead,Dead,D,No,No,"HM, SM",,"removed tag, tree fell"
2022,12/2/2021,Turner Bay,A,LARA,1445,NF,251,178,6.8,Alive,Healthy,H,No,No,"LP, LU, KH, AJH",,
2024,8/7/2024,Turner Bay,A,LARA,1445,"IP, MP",,,7.1,Alive,Healthy,H,No,No,"AND, KH, DG, LU",,
2024,7/17/2024,Francis Bay,B,LARA,499,,,,4.8,Dead,Dead,D,No,No,"HM, SM",,
2024,7/17/2024,Francis Bay,B,LARA,499,,,,,Dead,Dead,D,No,No,"LU, DG, AND",,"tree fallen, removed tag"
2024,7/17/2024,Francis Bay,B,LARA,,,,,5.6,Dead,Dead,D,No,No,"HM, SM",,"tag fell, not retagging, will fall soon"
2024,7/17/2024,Francis Bay,B,LARA,,,,,5.3,Dead,Dead,D,No,No,"HM, SM",,"tag fell, no DBH"
2024,7/17/2024,Francis Bay,B,LARA,,,,,3.9,Dead,Dead,D,No,No,"HM, SM",,"tag fell, not retagging"
2024,7/17/2024,Francis Bay,B,LARA,,,115,2.44,7.1,Dead,Dead,D,No,Yes,"HM, SM",,"tag fell, not retagging"
2024,7/17/2024,Francis Bay,B,LARA,,,,,6.7,Dead,Dead,D,No,No,"LU, DG, AND",,"tag fell, not retagging"
2024,7/17/2024,Francis Bay,B,LARA,,,226,3.29,5.4,Dead,Dead,D,No,Yes,"LU, DG, AND",,not tagging
2024,7/17/2024,Francis Bay,B,LARA,,,239,3.56,4.9,Dead,Dead,D,No,Yes,"LU, DG, AND",,not tagging
2022,12/3/2021,Reef Bay,A,LARA,1443,NF,143,168,2.5,Alive,Unhealthy,U,No,No,"LU, LP ",,
2024,9/18/2024,Reef Bay,A,LARA,1443,NF,,,4.4,Alive,Healthy,H,No,No,"KR,SH",,drowned
2022,12/2/2021,Turner Bay,A,RHMA ,1442,NF,213,356,4.3,Alive,Healthy,H,No,No,"LP, LU, KH, AJH",,
2024,8/7/2024,Turner Bay,A,RHMA ,1442,NF,,,4.1,Alive,Healthy,H,No,No,"AND, KH, DG, LU",,
2022,12/2/2021,Turner Bay,A,LARA,1441,NF,216,506,6.1,Alive,Unhealthy,U,No,No,"LP, LU, KH, AJH",,
2024,7/9/2024,Magens Bay,C,RHMA ,1441,NF,80,3.82,3.7,Alive,Healthy,H,No,No,"JS, JC",1112,new tree from 1112
2022,12/2/2021,Turner Bay,A,RHMA ,1440,MD,225,563,9,Alive,Healthy,H,No,No,"LP, LU, KH, AJH",,
2024,7/9/2024,Magens Bay,C,RHMA ,1440,NF,75,2.63,2.5,Alive,Healthy,H,No,No,"JS, JC",,
2024,7/17/2024,Francis Bay,C,LARA,403,,,,4.8,Dead,Dead,D,No,Yes,"HM, SM",478,
2024,8/7/2024,Turner Bay,A,RHMA ,1440,NF,,,9.9,Alive,Healthy,H,No,No,"AND, KH, DG, LU",,
2022,12/2/2021,Turner Bay,A,LARA,1439,NF,223,454,4.6,Alive,Healthy,H,No,No,"LP, LU, KH, AJH",,
2024,7/9/2024,Magens Bay,C,RHMA ,1439,NF,122,4.7,3.8,Alive,Healthy,H,No,No,"JS, JC",,
2024,8/7/2024,Turner Bay,A,LARA,1439,NF,,,4.6,Alive,Healthy,H,No,No,"AND, KH, DG, LU",,
2022,12/2/2021,Turner Bay,A,LARA,1436,NF,140,515,3.8,Alive,Healthy,H,No,No,"LP, LU, KH, AJH",,
2022,12/2/2021,Turner Bay,A,LARA,1436,NF,263,534,5.9,Alive,Unhealthy,U,No,No,"LP, LU, KH, AJH",,
2024,8/7/2024,Turner Bay,A,LARA,1436,"IP, MP",,,6.1,Alive,Healthy,H,No,No,"AND, KH, DG, LU",,
2022,12/2/2021,Turner Bay,A,LARA,1435,NF,223,292,3.6,Alive,Unhealthy,U,No,No,"LP, LU, KH, AJH",,
2024,7/17/2024,Francis Bay,C,LARA,419,,,,4.6,Dead,Dead,D,No,No,"HM, SM",,
2024,8/7/2024,Turner Bay,A,LARA,1435,NF,,,3.9,Alive,Healthy,H,No,No,"AND, KH, DG, LU",,
2024,7/17/2024,Francis Bay,C,LARA,421,,,,3.1,Dead,Dead,D,No,No,"HM, SM",,
2022,12/2/2021,Turner Bay,A,LARA,1434,NF,280,511,3.2,Alive,Unhealthy,U,No,No,"LP, LU, KH, AJH",,
2024,8/7/2024,Turner Bay,A,LARA,1431,"IP, MP",,,2.8,Alive,Healthy,H,No,No,"AND, KH, DG, LU",,
2022,12/2/2021,Turner Bay,A,LARA,1430,NF,290,535,4.1,Alive,Unhealthy,U,No,No,"LP, LU, KH, AJH",,
2024,7/9/2024,Magens Bay,C,RHMA ,1430,NF,76,5.48,4.3,Alive,Healthy,H,No,No,"JS, JC",,
2022,12/2/2021,Turner Bay,A,LARA,1429,NF,265,77,4.1,Alive,Unhealthy,U,No,No,"LP, LU, KH, AJH",,
2024,7/17/2024,Francis Bay,C,LARA,425,,,,5,Dead,Dead,D,No,No,"LU, KH, DG",426,
2024,7/17/2024,Francis Bay,C,LARA,426,,,,4.4,Dead,Dead,D,No,No,"LU, KH, DG",425,
2024,8/7/2024,Turner Bay,A,LARA,1429,,,,4.1,Alive,Unhealthy,U,No,No,"AND, KH, DG, LU",,
2022,12/2/2021,Turner Bay,A,LARA,1428,NF,294,116,6.7,Alive,Healthy,H,No,No,"LP, LU, KH, AJH",,
2024,8/7/2024,Turner Bay,A,LARA,1428,"IP, MP",,,7.7,Alive,Healthy,H,No,No,"AND, KH, DG, LU",,
2022,12/2/2021,Turner Bay,A,LARA,1427,NF,272,212,4.3,Alive,Unhealthy,U,No,No,"LP, LU, KH, AJH",,
2024,7/17/2024,Francis Bay,C,LARA,432,,,,4.6,Dead,Dead,D,No,No,"HM, SM",,
2024,8/7/2024,Turner Bay,A,LARA,1427,,,,4.5,Alive,Unhealthy,U,No,No,"AND, KH, DG, LU",,
2022,12/2/2021,Turner Bay,A,LARA,1426,NF,277,237,4.4,Alive,Unhealthy,U,No,No,"LP, LU, KH, AJH",,
2024,8/7/2024,Turner Bay,A,LARA,1426,F,,,5.1,Alive,Healthy,H,No,No,"AND, KH, DG, LU",,
2022,12/2/2021,Turner Bay,A,LARA,1425,NF,300,362,3.9,Alive,Unhealthy,U,No,No,"LP, LU, KH, AJH",,
2024,8/7/2024,Turner Bay,A,LARA,1425,"IP, MP",,,3.8,Alive,Unhealthy,U,No,No,"AND, KH, DG, LU",,
2022,12/2/2021,Turner Bay,A,LARA,1424,NF,281,499,3.5,Alive,Unhealthy,U,No,No,"LP, LU, KH, AJH",,
2024,7/17/2024,Francis Bay,C,LARA,444,,,,2.6,Dead,Dead,D,No,No,"HM, SM",446,
2024,7/17/2024,Francis Bay,C,LARA,446,,,,5.5,Dead,Dead,D,No,Yes,"LU, KH, DG",,
2024,7/17/2024,Francis Bay,C,LARA,446,,,,2.8,Dead,Dead,D,No,No,"HM, SM",444,
2024,7/17/2024,Francis Bay,C,LARA,447,,,,4.9,Dead,Dead,D,No,Yes,"LU, KH, DG",R-1447,removed tag
2024,8/7/2024,Turner Bay,A,LARA,1424,,,,3.6,Alive,Unhealthy,U,No,No,"AND, KH, DG, LU",,
2022,12/2/2021,Turner Bay,A,LARA,1423,NF,299,428,5,Alive,Unhealthy,U,No,No,"LP, LU, KH, AJH",,
2024,8/7/2024,Turner Bay,A,LARA,1423,"IP, MP",,,4.7,Alive,Healthy,H,No,No,"AND, KH, DG, LU",,
2024,7/17/2024,Francis Bay,C,LARA,451,,,,7.5,Dead,Dead,D,No,Yes,"LU, KH, DG",,
2024,8/7/2024,Turner Bay,A,LARA,1422,NF,,,4.2,Alive,Unhealthy,U,No,No,"AND, KH, DG, LU",,
2024,8/7/2024,Turner Bay,A,LARA,1421,NF,,,5.7,Alive,Healthy,H,No,No,"AND, KH, DG, LU",,
2024,7/17/2024,Francis Bay,C,LARA,454,,180,41.4,3.9,Dead,Dead,D,No,No,"HM, SM",,
