SY,Date,Site,Plot,Species,Tag_num,Rep_status,Azimuth_degree,Dist_cm,DBH_cm,Mortality,Health,Condition,Fungus,Termites,Crew,Connect,Notes
2024,6/11/2024,Compass Point,B,RHMA,R702,IP,290,2.97,3.5,Alive,Healthy,H,No,No,,,
2024,7/24/2024,Salt River,B,LARA,R2999,NF,35,4.74,3.9,Alive,Unhealthy,U,No,No,"DG, JS, JC",,
2024,7/24/2024,Salt River,B,THPO,R2998,NF,360,4.51,4,Alive,Healthy,H,No,No,"DG, JS, JC",,fruits
2024,7/24/2024,Salt River,C,RHMA ,R2998,"IP, MP",40,4.67,7.4,Alive,Healthy,H,No,Yes,"DG, KWG",,termite nest
2024,7/24/2024,Salt River,A,LARA,R2996,"IP, MP",214,2.72,2.5,Alive,Healthy,H,No,No,,,
2024,7/24/2024,Salt River,A,LARA,R2995,"IP, MP",70,,2.5,Alive,Healthy,H,No,No,AND,,
2024,7/24/2024,Salt River,B,LARA,R2995,NF,48,2.77,2.7,Alive,Healthy,H,No,No,,,
2024,7/24/2024,Salt River,A,LARA,R2994,"IP, MP",165,3.02,3.8,Alive,Healthy,H,No,No,,R-0990,
2024,7/24/2024,Salt River,C,LARA,R2993,"IP, MP",205,5.29,2.9,Alive,Healthy,H,No,No,"DG, KWG",,
2024,7/24/2024,Salt River,C,LARA,R2990,"IP, MP",181,1.85,3.2,Alive,Healthy,H,No,No,AND,,
2022,9/20/2021,Brewers Bay,A,LARA,134,NF,110,338,5.8,Dead,Dead,DT,No,Yes,,,
2024,7/24/2024,Salt River,C,LARA,R2987,"IP, MP",160,2.93,3.6,Alive,Healthy,H,No,No,"DG, KWG",R-2988,
2024,7/24/2024,Salt River,C,LARA,R2986,"IP, MP",210,2.26,5.5,Alive,Healthy,H,No,No,"DG, KWG",,
2024,7/24/2024,Salt River,C,LARA,R2985,"IP, MP",153,2.24,8.5,Alive,Healthy,H,No,No,"DG, KWG",R-2982,
2024,7/24/2024,Salt River,C,LARA,R2982,"IP, MP",150,2.27,6.3,Alive,Healthy,H,No,No,"DG, KWG",R-2985,
2024,7/24/2024,Salt River,C,LARA,R2980,"IP, MP",160,2.98,3.2,Alive,Healthy,H,No,No,"DG, KWG",R-2985,
2024,7/23/2024,Krause Lagoon,A,RHMA ,R2979,"F, IP, MP",315,3.43,2.8,Alive,Healthy,H,No,No,"JC, KG, SM, DG",,
2024,7/24/2024,Salt River,B,THPO,R2978,NF,360,4.14,8,Alive,Healthy,H,No,No,"DG, JS, JC",,fruits
2024,7/24/2024,Salt River,B,RHMA ,R2977,NF,345,5.51,8.2,Alive,Healthy,H,No,No,"DG, JS, JC",,
2024,7/24/2024,Salt River,A,COER,R2976,"IP, MP",12,4.31,2.7,Alive,Healthy,H,No,No,"JC, KG, DG, JS",,fruits
2024,7/24/2024,Salt River,A,LARA,R2972,"IP, MP",170,5.53,3.8,Alive,Healthy,H,No,No,AND,,
2024,7/24/2024,Salt River,A,LARA,R2971,"IP, MP",180,4.68,2.6,Alive,Healthy,H,No,No,,,
2024,7/24/2024,Salt River,A,LARA,R2970,"IP, MP",165,4.85,3,Alive,Healthy,H,No,No,AND,,
2024,7/24/2024,Salt River,C,RHMA ,R2969,"F, IP, MP",215,3.17,8.5,Alive,Healthy,H,No,No,"DG, KWG",,
2024,7/24/2024,Salt River,C,LARA,R2968,"IP, MP",180,2.66,8,Alive,Healthy,H,No,Yes,"DG, KWG",,
2024,7/24/2024,Salt River,C,RHMA ,R2967,"IP, MP",200,5.32,6,Alive,Healthy,H,No,Yes,"DG, KWG",,
2024,7/24/2024,Salt River,C,RHMA ,R2966,"IP, MP",220,4.4,10.8,Alive,Healthy,H,No,No,"DG, KWG",,
2024,7/24/2024,Salt River,C,RHMA ,R2965,"IP, MP",200,5.5,4,Alive,Healthy,H,No,No,"DG, KWG",,
2024,7/24/2024,Salt River,A,LARA,R2964,"IP, MP",195,4.88,2.6,Alive,Healthy,H,No,No,,,
2024,8/9/2024,Mary Creek,C,LARA,R2963,NF,322,3.56,2.5,Alive,Unhealthy,U,No,Yes,"SM,AD,KR,JH",,
2024,7/24/2024,Salt River,A,LARA,R2962,"IP, MP",165,1.89,3.3,Alive,Healthy,H,No,No,,,
2024,7/24/2024,Salt River,C,LARA,R2961,"IP, MP",185,3.85,5.2,Alive,Healthy,H,No,Yes,"DG, KWG",,
2024,7/24/2024,Salt River,C,RHMA ,R2960,"IP, MP",210,3.09,8.8,Alive,Healthy,H,No,Yes,"DG, KWG",R-2922,
2024,7/24/2024,Salt River,C,LARA,R2959,,250,3.39,3.5,Alive,Healthy,H,No,No,"DG, KWG",,
2024,7/24/2024,Salt River,C,ACTO,R2957,,158,3.98,2.5,Alive,Healthy,H,No,Yes,AND,"R-2081, R-1251, R-0727",
2024,7/24/2024,Salt River,C,RHMA ,R2956,,190,4.39,,Alive,Healthy,H,No,No,"DG, KWG",,
2024,7/24/2024,Salt River,B,LARA,R2954,"IP, MP",78,1.79,4.5,Alive,Healthy,H,No,No,,"R-2910, R-1217",
2024,7/24/2024,Salt River,B,THPO,R2953,MP,80,4.39,3.6,Alive,Healthy,H,No,No,,,
2024,7/24/2024,Salt River,B,RHMA ,R2951,NF,25,5.21,3.8,Alive,Unhealthy,U,No,Yes,"DG, JS, JC",,
2024,7/24/2024,Salt River,C,LARA,R2950,"IP, MP",150,0.9,2.8,Alive,Healthy,H,No,No,AND,R-2904,herbivory
2024,7/24/2024,Salt River,A,LARA,R2949,"IP, MP",183,3.48,2.7,Alive,Healthy,H,No,No,,,
2022,9/20/2021,Brewers Bay,A,LARA,199,NF,28,493,7.6,Dead,Dead,D,No,Yes,,,
2024,7/24/2024,Salt River,A,LARA,R2948,"IP, MP",10,2.95,2.6,Alive,Healthy,H,No,No,"JC, KG, DG, JS",,
2024,7/24/2024,Salt River,C,LARA,R2947,,190,1.09,4.7,Alive,Healthy,H,No,No,"DG, KWG",,
2024,7/24/2024,Salt River,C,LARA,R2946,"IP, MP",185,3.29,5,Alive,Healthy,H,No,Yes,"DG, KWG",,
2024,7/24/2024,Salt River,B,LARA,R2945,"IP, MP",29,3.84,5.9,Alive,Healthy,H,No,No,"DG, JS, JC",,
2024,8/7/2024,Turner Bay,A,LARA,R2944,NF,220,5.33,3.3,Alive,Healthy,H,No,No,"AND, KH, DG, LU",,
2024,7/24/2024,Salt River,B,RHMA ,R2943,NF,345,5.03,7.5,Alive,Healthy,H,No,No,"DG, JS, JC",,
2024,8/7/2024,Turner Bay,A,LARA,R2942,NF,100,5.62,2.6,Alive,Healthy,H,No,No,"AND, KH, DG, LU",,
2024,7/24/2024,Salt River,B,RHMA ,R2941,NF,10,1.41,6.8,Alive,Healthy,H,No,Yes,,"R-2413, tree #92",MSD
2024,7/24/2024,Salt River,B,THPO,R2940,NF,360,3.86,9.1,Alive,Healthy,H,No,No,"DG, JS, JC",,fruits
2024,7/24/2024,Salt River,B,THPO,R2938,MP,55,4.05,2.8,Alive,Healthy,H,No,No,,,
2022,9/20/2021,Brewers Bay,A,LARA,247,NF,6,399,7.8,Dead,Dead,D,No,Yes,,,
2024,7/24/2024,Salt River,B,LARA,R2937,"IP, MP",35,1.65,3.3,Alive,Healthy,H,No,No,,,
2024,7/24/2024,Salt River,B,LARA,R2934,"IP, MP",55,2.52,4.5,Alive,Healthy,H,No,No,,,herbivory
2024,7/24/2024,Salt River,A,LARA,R2933,"IP, MP",168,2.69,2.8,Alive,Healthy,H,No,No,,,
2024,7/24/2024,Salt River,C,LARA,R2929,"IP, MP",155,2.25,3,Alive,Healthy,H,No,No,AND,,herbivory
2024,7/24/2024,Salt River,A,LARA,R2928,"IP, MP",165,2.14,3.3,Alive,Healthy,H,No,No,,,
2024,7/24/2024,Salt River,A,LARA,R2926,"IP, MP",175,5,3.8,Alive,Healthy,H,No,No,AND,,
2024,7/24/2024,Salt River,C,LARA,R2925,"F, IP, MP",200,2.3,2.9,Alive,Healthy,H,No,No,"DG, JS, JC",,
2024,7/24/2024,Salt River,A,LARA,R2924,"IP, MP",170,2.66,3.2,Alive,Healthy,H,No,No,,,
2024,7/24/2024,Salt River,B,RHMA ,R2923,"F, IP, MP",30,1.16,5.4,Alive,Healthy,H,No,Yes,,"tree #72, R-2908",
2024,7/24/2024,Salt River,C,RHMA ,R2922,"F, IP, MP",215,2.81,11.6,Alive,Healthy,H,No,No,"DG, KWG",R-2960,
2024,7/24/2024,Salt River,C,RHMA ,R2921,"IP, MP",155,1.31,9.2,Alive,Healthy,H,No,Yes,"DG, KWG",,
2024,7/24/2024,Salt River,C,LARA,R2920,,335,1.21,3.4,Alive,Healthy,H,No,No,"DG, KWG",,
2024,7/24/2024,Salt River,C,LARA,R2917,NF,152,1.64,3.6,Alive,Healthy,H,No,Yes,AND,"R-2903, R-2040",
2024,7/24/2024,Salt River,C,LARA,R2915,"IP, MP",150,1.92,7.3,Alive,Healthy,H,No,Yes,"DG, KWG",,
2024,7/24/2024,Salt River,C,LARA,R2914,"IP, MP",153,2.3,4,Alive,Healthy,H,No,No,"DG, KWG",,
2024,7/24/2024,Salt River,B,AVGE,R2912,"IP, MP",50,5.34,4.1,Alive,Healthy,H,No,No,"DG, JS, JC",,
2024,7/24/2024,Salt River,B,RHMA ,R2911,"F, IP",190,1.2,3.6,Alive,Healthy,H,No,No,,,
2024,7/24/2024,Salt River,B,LARA,R2910,"IP, MP",85,2.28,3.8,Alive,Healthy,H,No,No,,"R-2954, R-1217",
2024,7/24/2024,Salt River,B,RHMA ,R2908,"F, IP, MP",16,1.2,6.1,Alive,Healthy,H,No,Yes,,"tree #72, R-2923",
2024,7/24/2024,Salt River,B,LARA,R2905,"IP, MP",210,1.14,6.1,Alive,Healthy,H,No,Yes,,,
2024,7/24/2024,Salt River,C,LARA,R2904,,195,1.03,3.5,Alive,Healthy,H,No,No,"DG, KWG",R-2947,
2024,7/24/2024,Salt River,C,LARA,R2903,"F, IP, MP",120,1.61,3.3,Alive,Healthy,H,No,No,AND,R-2040,
2024,7/24/2024,Salt River,B,THPO,R2902,NF,60,4.11,2.5,Alive,Healthy,H,No,No,,,
2024,7/24/2024,Salt River,B,RHMA ,R2899,NF,130,3.2,4.3,Alive,Healthy,H,No,No,"DG, JS, JC",,MSD
2024,7/8/2024,STEER Fringe,C,RHMA ,R2897,NF,175,3.12,2.7,Alive,Healthy,H,No,No,"SM, KWG",,
2024,7/24/2024,Salt River,C,LARA,R2895,"IP, MP",125,2.3,2.7,Alive,Healthy,H,No,No,"DG, KWG",R-1765,
2024,7/24/2024,Salt River,B,LARA,R2888,"IP, MP",29,4.16,3.1,Alive,Healthy,H,No,No,"DG, JS, JC",,
2024,7/24/2024,Salt River,C,THPO,R2883,MP,85,4.5,4.5,Alive,Healthy,H,No,No,"DG, KWG","R-1240, R-1109, R-1236, R-2813, R-0850, R-1242",fruits
2024,7/24/2024,Salt River,B,RHMA ,R2879,MP,345,1.99,13,Alive,Healthy,H,No,No,,"tree #86, R-1962, R-1909, R-1458, R-2620",trunk scar
2024,7/24/2024,Salt River,B,RHMA ,R2878,"IP, MP",180,2.79,8.8,Alive,Healthy,H,No,No,"DG, JS, JC",,
2024,7/18/2024,Princess Bay,C,RHMA ,R2877,"F, IP, MP",275,2.49,3.3,Alive,Healthy,H,No,No,,,
2024,7/19/2024,Magens Bay,C,RHMA ,R2875,NF,270,4.77,3.7,Alive,Healthy,H,No,No,"SM, KH, AD",,
2024,7/8/2024,STEER Fringe,C,RHMA ,R2874,ID,180,2.76,2.8,Alive,Healthy,H,No,No,"SM, KWG",,
2024,7/23/2024,Krause Lagoon,B,RHMA ,R2873,F,80,1.54,3.3,Alive,Healthy,H,No,No,"DG, JC, AD",,
2024,7/18/2024,Princess Bay,B,RHMA ,R2872,NF,195,5.44,2.5,Alive,Healthy,H,No,No,,,
2024,7/8/2024,STEER Fringe,B,LARA,R2861,"ID, MD",185,391,6.8,Alive,Healthy,H,No,Yes,"AD, JC, SM",,termites
2024,9/18/2024,Reef Bay,B,AVGE,R2859,NF,150,5.57,4,Alive,Healthy,H,No,No,,,
2024,7/8/2024,STEER Fringe,C,LARA,R2857,"F, ID, MD",89,5.37,5,Alive,Healthy,H,No,Yes,"AND, KH","connected to R-1938, R-1925, R-1903, R-1905, R-2854, R-1955, R-1155, R-0395, R-360",
2024,7/8/2024,STEER Fringe,C,LARA,R2854,"F, ID",54,2.08,2.5,Alive,Healthy,H,No,Yes,"AND, KH","connected to R-1938, R-1925, R-1903, R-1905, R-1955, R-2867, R-1155, R-0395, R-360",
2024,7/23/2024,Krause Lagoon,B,RHMA ,R2840,F,85,5.31,6.8,Alive,Healthy,H,No,No,"DG, AD",,
2024,7/23/2024,Krause Lagoon,B,RHMA ,R2830,NF,215,2.96,3.6,Alive,Healthy,H,No,No,"DG, AD",,
2024,7/18/2024,Princess Bay,B,RHMA ,R2826,"F, MP",65,3.64,3.3,Alive,Healthy,H,No,No,,"R-0757, R-1211",
2024,7/8/2024,STEER Fringe,B,RHMA ,R2824,NF,7,4.63,3.9,Alive,Healthy,H,No,No,"LU, SM, KWG",,
2024,7/8/2024,STEER Fringe,C,RHMA ,R2821,"F, MD",163,3.3,4.6,Alive,Healthy,H,No,No,"SM, KWG",,
2024,7/23/2024,Krause Lagoon,B,RHMA ,R2814,F,190,5.32,2.6,Alive,Healthy,H,No,No,"DG, AD",,
2024,7/24/2024,Salt River,C,THPO,R2813,MP,87,4.97,4.3,Alive,Healthy,H,No,Yes,"DG, KWG","R-1240, R-1109, R-1236, R-0850, R-2883, R-1242",fruits
2024,6/26/2024,STEER Basin,C,LARA,R2812,F,65,0.93,3.8,Alive,Healthy,H,No,No,"DG, KR",,
2022,9/20/2021,Brewers Bay,A,LARA,,NF,58,344,3.1,Dead,Dead,D,No,No,,,
2024,7/8/2024,STEER Fringe,C,RHMA ,R2811,"F, ID, MD",179,1.78,3.6,Alive,Healthy,H,No,No,"SM, KWG",,
2024,6/26/2024,STEER Basin,C,RHMA ,R2807,MD,70,1.31,3.5,Alive,Healthy,H,No,No,"DG, KR",,
2022,9/20/2021,Brewers Bay,A,LARA,,NF,44,372,3.5,Dead,Dead,DT,No,Yes,,,
2024,7/24/2024,Salt River,C,RHMA ,R2806,"IP, MP",230,1.4,14,Alive,Healthy,H,No,Yes,"DG, KWG",,
2024,7/23/2024,Krause Lagoon,B,RHMA ,R2804,NF,85,5.39,7,Alive,Healthy,H,No,No,"DG, AD",,
2024,7/18/2024,Princess Bay,B,RHMA ,R2803,F,65,3.99,2.6,Alive,Healthy,H,No,No,,R-1228,
2024,8/6/2024,Lameshur Bay,B,AVGE,R2800,NF,55,2.46,3.5,Alive,Healthy,H,,,,CONNECTED TO 507,CONNECTED TO 507
2024,8/7/2024,Turner Bay,C,LARA,R2791,,104,2.43,3.9,Alive,Healthy,H,No,No,"AND, KH, DG, LU",,
2024,8/7/2024,Turner Bay,C,RHMA ,R2789,,85,3.05,3,Alive,Healthy,H,No,No,"AND, KH, DG, LU",,
2024,8/7/2024,Turner Bay,C,RHMA ,R2787,NF,345,5.13,4.9,Alive,Healthy,H,No,No,"AND, KH, DG, LU",,
2024,8/6/2024,Lameshur Bay,C,RHMA ,R2786,"F, IP, MP",70,3.34,3,Alive,Healthy,H,,,,,
2024,8/7/2024,Turner Bay,C,RHMA ,R2785,NF,11,2.05,2.8,Alive,Unhealthy,U,No,No,"AND, KH, DG, LU",,
2024,8/7/2024,Turner Bay,C,LARA,R2784,NF,65,1.37,2.7,Alive,Healthy,H,No,No,"AND, KH, DG, LU",,
2024,8/7/2024,Turner Bay,A,LARA,R2783,"IP, MP",335,4.85,4.3,Alive,Unhealthy,U,No,No,"AND, KH, DG, LU",,
2024,8/6/2024,Lameshur Bay,C,AVGE,R2781,"IP, MP",70,3.44,2.7,Alive,Healthy,H,,,,,ALL AVGE PRED
2024,8/9/2024,Mary Creek,C,LARA,R2777,"IP, MP",325,3.11,2.5,Alive,Healthy,H,No,No,"SM,AD,KR,JH",,
2024,8/7/2024,Turner Bay,C,RHMA ,R2774,NF,340,2.87,2.9,Alive,Healthy,H,No,No,"AND, KH, DG, LU",,
2024,8/6/2024,Lameshur Bay,B,AVGE,R2772,,3,2.45,3.4,Alive,Healthy,H,,,,CONNECTED TO 506,CONNECTED TO 506
2022,9/20/2021,Brewers Bay,A,LARA,,NF,215,254,3,Dead,Dead,D,No,No,,,
2024,8/7/2024,Turner Bay,B,RHMA ,R2770,NF,40,5.26,8.9,Alive,Healthy,H,No,No,"AND, KH, DG, LU",,
2024,8/6/2024,Lameshur Bay,C,RHMA ,R2769,F,320,,3,Alive,Healthy,H,,,,,
2024,8/7/2024,Turner Bay,A,LARA,R2768,,275,3.39,2.5,Alive,Unhealthy,U,No,No,"AND, KH, DG, LU",,
2024,8/7/2024,Turner Bay,C,RHMA ,R2765,,60,3.04,2.7,Alive,Healthy,H,No,No,"AND, KH, DG, LU",,
2024,8/6/2024,Lameshur Bay,C,RHMA ,R2764,"F, IP, MP",105,2.36,2.8,Alive,Healthy,H,,,,,
2024,8/7/2024,Turner Bay,C,RHMA ,R2760,,90,3.9,4.3,Alive,Healthy,H,No,No,"AND, KH, DG, LU",,
2024,8/6/2024,Lameshur Bay,C,RHMA ,R2759,"IP, MP",130,3.04,,,,,,,,,
2024,8/6/2024,Lameshur Bay,C,RHMA ,R2758,"IP, MP",91,5.56,2.6,Alive,Healthy,H,,,,,
2024,8/6/2024,Lameshur Bay,B,AVGE,R2756,NF,120,4.8,2.5,Alive,Healthy,H,,,,,PREDATION TO 43C
2024,8/6/2024,Lameshur Bay,B,AVGE,R2756,NF,85,5.39,4.7,Alive,Healthy,H,,,,,
2024,8/6/2024,Lameshur Bay,B,AVGE,R2755,NF,165,3.31,3.4,Alive,Healthy,H,,,,,PREDATION FOR ALL
2024,8/6/2024,Lameshur Bay,C,RHMA ,R2754,"IP, MP",98,5.49,3.9,Alive,Healthy,H,,,,,
2024,8/7/2024,Turner Bay,C,RHMA ,R2753,,55,2.88,2.5,Alive,Healthy,H,No,No,"AND, KH, DG, LU",,
2024,8/7/2024,Turner Bay,B,RHMA ,R2752,NF,113,193,6.2,Alive,Healthy,H,No,No,"AND, KH, DG, LU",,lost tag from prev
2024,8/6/2024,Lameshur Bay,C,RHMA ,R2749,"IP, MP",120,4.69,2.7,Alive,Healthy,H,,,,CONNECTED TO 548,CONNECTED TO 548
2024,8/7/2024,Turner Bay,A,LARA,R2749,"IP, MP",270,5.57,6.3,Alive,Healthy,H,No,No,"AND, KH, DG, LU",,
2024,8/7/2024,Turner Bay,A,LARA,R2747,NF,85,3.75,2.5,Alive,Healthy,H,No,No,"AND, KH, DG, LU",,
2024,8/7/2024,Turner Bay,A,LARA,R2746,NF,120,5.24,2.5,Alive,Healthy,H,No,No,"AND, KH, DG, LU",,
2024,8/7/2024,Turner Bay,A,RHMA ,R2743,NF,145,5.45,8.6,Alive,Healthy,H,No,No,"AND, KH, DG, LU",,old tag may have fell
2024,8/7/2024,Turner Bay,A,LARA,R2741,NF,100,5.63,3.1,Alive,Healthy,H,No,No,"AND, KH, DG, LU",,
2024,8/7/2024,Turner Bay,A,LARA,R2737,NF,125,2.57,2.5,Alive,Unhealthy,U,No,No,"AND, KH, DG, LU",,
2024,8/9/2024,Mary Creek,B,LARA,R2733,"IP, MP",55,5.25,3.8,Alive,Healthy,H,No,No,"SM,AD,KR,JH",R2330,connect R2330
2022,9/20/2021,Brewers Bay,A,LARA,,NF,244,174,2.5,Dead,Dead,DT,No,Yes,,,
2024,8/6/2024,Lameshur Bay,C,RHMA ,R2732,,355,4.36,2.7,Alive,Healthy,H,,,,CONNECTED TO 598,CONNECTED TO 598
2024,8/6/2024,Lameshur Bay,C,AVGE,R2730,,200,3.43,3.5,Alive,Healthy,H,,,,,
2024,8/6/2024,Lameshur Bay,C,AVGE,R2727,"IP, MP",235,2.93,4.2,Alive,Healthy,H,,,,,
2024,8/6/2024,Lameshur Bay,A,AVGE,R2726,NF,260,1.88,2.7,Alive,Healthy,H,,,,,
2024,8/9/2024,Mary Creek,C,LARA,R2723,"IP, MP",21,3.65,3.3,Alive,Healthy,H,No,No,"SM,AD,KR,JH",,
2024,8/6/2024,Lameshur Bay,C,RHMA ,R2722,"F, IP, MP",95,3.62,2.6,Alive,Healthy,H,,,,,
2022,9/20/2021,Brewers Bay,A,LARA,,NF,310,522,2.5,Dead,Dead,D,No,No,,,
2024,8/6/2024,Lameshur Bay,C,RHMA ,R2719,"IP, MP",105,5.51,4.4,Alive,Healthy,H,,,,,
2024,8/7/2024,Turner Bay,A,LARA,R2718,,287,3.42,2.5,Alive,Unhealthy,U,No,No,"AND, KH, DG, LU",,
2024,8/6/2024,Lameshur Bay,C,AVGE,R2717,,80,3.22,2.8,Alive,Healthy,H,,,,CONNECTED TO 559,"PREDATION, CONNECTED TO 559"
2024,8/6/2024,Lameshur Bay,B,AVGE,R2716,NF,75,4.87,3.6,Alive,Healthy,H,,,,,
2022,9/20/2021,Brewers Bay,A,LARA,,NF,346,465,3.9,Dead,Dead,DT,No,Yes,,,
2022,9/20/2021,Brewers Bay,A,LARA,,NF,348,430,4.5,Dead,Dead,DT,No,Yes,,,
2024,8/8/2024,Water Creek,C,RHMA ,R2714,NF,340,4.45,4.5,Alive,Healthy,H,No,No,"SM,AD,KR,LU",418,
2024,8/7/2024,Turner Bay,C,RHMA ,R2709,NF,,4.58,3,Alive,Healthy,H,No,No,"AND, KH, DG, LU",,
2024,8/6/2024,Lameshur Bay,C,RHMA ,R2704,F,0,3.38,3.8,Alive,Healthy,H,,,,,
2024,8/6/2024,Lameshur Bay,C,RHMA ,R2703,"F, IP",10,3.59,3.7,Alive,Healthy,H,,,,,
2024,8/9/2024,Mary Creek,C,AVGE,R2702,"F, IP",335,5.56,3.7,Alive,Healthy,H,No,No,"SM,AD,KR,JH",,
2024,8/7/2024,Turner Bay,B,RHMA ,R2700,,260,5.63,3,Alive,Unhealthy,U,No,No,"AND, KH, DG, LU",,
2024,7/23/2024,Krause Lagoon,A,RHMA ,R2698,F,201,5.19,3.2,Alive,Healthy,H,No,No,"JC, KG, SM, DG",,
2024,7/23/2024,Krause Lagoon,A,RHMA ,R2695,F,270,3.77,2.5,Alive,Healthy,H,No,No,"DG, AD",,
2024,7/23/2024,Krause Lagoon,A,RHMA ,R2694,NF,170,2.18,4.7,Alive,Healthy,H,No,No,"JC, KG, SM, DG",,
2024,7/22/2024,Southgate,B,LARA,R2692,"IP, MP",180,2.94,3,Alive,Healthy,H,No,No,"AD, DG, KWG, JS",,
2024,7/22/2024,Southgate,B,LARA,R2691,"F, IP, MP",110,3.32,9.9,Alive,Healthy,H,No,No,"AD, DG, KWG, JS",,
2024,7/24/2024,Salt River,C,RHMA ,R2690,"IP, MP",40,4.96,10.2,Alive,Healthy,H,No,No,"DG, KWG",R-0757,
2024,7/22/2024,Southgate,B,AVGE,R2689,F,173,1.93,3.1,Alive,Healthy,H,No,No,"AND, JS, DG","989, R-0972, R-0978, R-2650",
2022,9/20/2021,Brewers Bay,A,LARA,,NF,33,349,2.5,Dead,Dead,DT,No,Yes,,,
2024,7/23/2024,Krause Lagoon,A,RHMA ,R2688,"IP, MP",89,5.46,3.8,Alive,Healthy,H,No,No,"SM, JC, KG",R-1781,
2022,9/20/2021,Brewers Bay,B,LARA,115,NF,332,559,6.1,Dead,Dead,DT,No,Yes,,,
2024,7/22/2024,Southgate,C,LARA,R2687,"F, IP, MP",360,2.37,2.9,Alive,Healthy,H,No,No,DG,,
2024,7/22/2024,Southgate,B,LARA,R2686,NF,142,3.13,3.1,Alive,Healthy,H,No,No,"AD, DG, KWG, JS",R-2635,
2024,7/22/2024,Southgate,B,LARA,R2685,"IP, MP",120,5.24,4.4,Alive,Healthy,H,No,No,"AD, DG, KWG, JS",,
2024,7/22/2024,Southgate,A,AVGE,R2684,NF,86,4.02,2.5,Alive,Healthy,H,No,No,"AND, JS",R-2684,
2024,7/22/2024,Southgate,B,LARA,R2683,"F, IP, MP",145,1.33,2.4,Alive,Healthy,H,No,No,"AND, JS, DG",,
2024,7/22/2024,Southgate,B,AVGE,R2682,F,230,5.36,5.5,Alive,Healthy,H,No,No,"AND, JS, DG",,
2024,7/22/2024,Southgate,B,LARA,R2680,"F, IP, MP",160,1.5,3.8,Alive,Healthy,H,No,No,"AND, JS, DG",2637,
2024,7/23/2024,Krause Lagoon,A,RHMA ,R2679,"F, IP, MP",45,1.68,5,Alive,Healthy,H,No,No,"DG, AD",,too high to measure
2022,9/20/2021,Brewers Bay,B,LARA,150,NF,180,250,6.1,Dead,Dead,DTF,Yes,Yes,,,
2024,7/22/2024,Southgate,A,AVGE,R2678,NF,0,3.28,2.9,Alive,Healthy,H,No,No,"AD, DG, KWG, JS","912, R-2647",herbivory
2024,7/22/2024,Southgate,A,AVGE,R2677,NF,47,4.07,3.7,Alive,Healthy,H,No,No,"AD, DG, KWG, JS",,
2024,7/22/2024,Southgate,B,THPO,R2676,NF,220,5.14,3,Alive,Healthy,H,No,No,"AND, JS, DG",R-2675,
2024,7/22/2024,Southgate,B,THPO,R2675,NF,220,5.48,6.2,Alive,Healthy,H,No,No,"AND, JS, DG",R-2676,
2024,7/23/2024,Krause Lagoon,A,RHMA ,R2673,"F, IP, MP",145,2.78,4.5,Alive,Healthy,H,No,No,"DG, AD",R-1729,
2024,7/22/2024,Southgate,B,THPO,R2672,,225,4.94,2.8,Alive,Healthy,H,No,No,"AND, JS, DG",,
2024,7/24/2024,Salt River,B,LARA,R2671,"IP, MP",29,4.39,2.7,Alive,Healthy,H,No,No,"DG, JS, JC",,
2024,7/23/2024,Krause Lagoon,A,RHMA ,R2670,"F, IP, MP",245,2.58,2.8,Alive,Healthy,H,No,No,"DG, AD",,
2024,7/22/2024,Southgate,A,AVGE,R2669,NF,208,4.98,2.5,Alive,Healthy,H,No,No,"AD, DG, KWG, JS",928,
2024,7/24/2024,Salt River,C,RHMA ,R2668,"F, IP, MP",5,5.42,4.5,Alive,Healthy,H,No,No,"DG, KWG",,
2024,7/23/2024,Krause Lagoon,A,RHMA ,R2667,"F, IP, MP",255,2.03,3.6,Alive,Healthy,H,No,No,"DG, AD",,
2024,7/23/2024,Krause Lagoon,A,RHMA ,R2666,"F, IP, MP",215,3.34,4.9,Alive,Healthy,H,No,No,"DG, AD",,
2024,7/23/2024,Krause Lagoon,A,RHMA ,R2665,NF,235,2.55,2.6,Alive,Healthy,H,No,No,"DG, AD",,
2022,9/20/2021,Brewers Bay,B,LARA,234,NF,214,324,6,Dead,Dead,DTF,Yes,Yes,,,
2024,7/22/2024,Southgate,A,AVGE,R2664,NF,64,2.33,3,Alive,Healthy,H,No,No,"AND, JS",,herbivory
2024,7/22/2024,Southgate,A,AVGE,R2663,NF,85,4.22,3.6,Alive,Healthy,H,No,No,"AND, JS",R-2622,
2022,9/20/2021,Brewers Bay,B,LARA,249,NF,161,419,5.4,Dead,Dead,DF,Yes,No,,,
2024,7/22/2024,Southgate,A,AVGE,R2662,NF,67,5.5,2.5,Alive,Healthy,H,No,No,"AND, JS",,herbivory
2024,7/22/2024,Southgate,A,AVGE,R2661,NF,75,5.63,4.1,Alive,Healthy,H,No,No,"AND, JS",,"herbivory, advant roots at DBH"
2024,7/22/2024,Southgate,C,LARA,R2661,"IP, MP",110,4.59,3.1,Alive,Healthy,H,No,No,"AND, JS",,
2022,9/20/2021,Brewers Bay,B,LARA,259,NF,276,562,6.5,Dead,Dead,DT,No,Yes,,,
2024,7/24/2024,Salt River,A,COER,R2660,"IP, MP",325,3.49,3,Alive,Healthy,H,No,No,"JC, KG, DG, JS",,fruits
